87.0,86.0,86.0,86.0,87.0,90.0,91.0,92.0,93.0,94.0,94.0,94.0,93.0,91.0,90.0,88.0,87.0,86.0,84.0,82.0,80.0,79.0,78.0,77.0,78.0,79.0,82.0,88.0,93.0,93.0,89.0,87.0,85.0,83.0,82.0,82.0,83.0,82.0,78.0,76.0,74.0,73.0,73.0,73.0,72.0,72.0,73.0,74.0,76.0,78.0,82.0,89.0,96.0,105.0,110.0,113.0,115.0,118.0,119.0,118.0,116.0,110.0,104.0,97.0,91.0,87.0,84.0,85.0,88.0,92.0,99.0,105.0,114.0,119.0,124.0,128.0,129.0,130.0,130.0,128.0,127.0,126.0,126.0,126.0,125.0,124.0,124.0,124.0
87.0,82.0,69.0,50.0,39.0,38.0,39.0,39.0,41.0,45.0,48.0,52.0,57.0,63.0,68.0,75.0,78.0,82.0,86.0,90.0,95.0,99.0,103.0,106.0,103.0,96.0,75.0,43.0,8.0,-8.0,-26.0,-41.0,-47.0,-50.0,-49.0,-41.0,-31.0,-12.0,3.0,12.0,19.0,21.0,22.0,23.0,23.0,22.0,21.0,20.0,19.0,20.0,26.0,39.0,52.0,70.0,79.0,86.0,89.0,89.0,86.0,76.0,64.0,52.0,47.0,40.0,36.0,35.0,32.0,30.0,29.0,27.0,24.0,22.0,19.0,16.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
