-498.0,-498.0,-498.0,-497.0,-496.0,-496.0,-495.0,-496.0,-496.0,-496.0,-496.0,-497.0,-497.0,-497.0,-498.0,-497.0,-496.0,-495.0,-493.0,-489.0,-486.0,-480.0,-474.0,-470.0,-461.0,-454.0,-441.0,-434.0,-427.0,-420.0,-412.0,-411.0,-413.0,-419.0,-423.0,-429.0,-435.0,-439.0,-438.0,-441.0,-442.0,-438.0,-441.0,-431.0,-428.0,-429.0,-426.0,-426.0,-416.0,-399.0,-385.0,-362.0,-355.0,-359.0,-358.0,-358.0,-361.0,-363.0,-365.0,-367.0,-366.0,-367.0,-370.0,-369.0,-369.0,-371.0,-371.0,-371.0,-374.0,-375.0,-377.0,-378.0,-380.0,-382.0,-384.0,-384.0,-384.0,-385.0,-386.0,-386.0
2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,6.0,12.0,18.0,26.0,33.0,47.0,58.0,71.0,82.0,92.0,104.0,108.0,109.0,110.0,105.0,95.0,87.0,79.0,64.0,55.0,37.0,25.0,8.0,-7.0,-16.0,-20.0,-20.0,-18.0,-19.0,-21.0,-24.0,-25.0,-25.0,-25.0,-27.0,-27.0,-26.0,-27.0,-27.0,-27.0,-27.0,-26.0,-26.0,-27.0,-27.0,-27.0,-26.0,-25.0,-26.0,-28.0,-29.0,-29.0,-29.0,-29.0,-28.0,-28.0,-28.0,-28.0,-28.0
