-372.0,-370.0,-368.0,-368.0,-366.0,-364.0,-366.0,-367.0,-368.0,-369.0,-370.0,-371.0,-371.0,-371.0,-371.0,-370.0,-368.0,-367.0,-366.0,-365.0,-367.0,-373.0,-378.0,-383.0,-395.0,-405.0,-418.0,-430.0,-446.0,-458.0,-468.0,-478.0,-485.0,-488.0,-490.0,-493.0,-491.0,-486.0,-483.0,-476.0,-468.0,-463.0,-454.0,-444.0,-432.0,-425.0,-415.0,-411.0,-405.0,-404.0,-406.0,-404.0,-403.0,-402.0,-401.0,-401.0,-402.0,-400.0,-396.0,-395.0,-396.0,-397.0,-398.0,-400.0,-401.0,-401.0,-401.0,-400.0,-397.0,-399.0,-399.0,-394.0,-393.0,-391.0,-386.0,-385.0,-382.0,-385.0,-389.0,-393.0,-400.0,-409.0,-417.0,-429.0,-438.0,-449.0,-456.0,-464.0,-470.0,-476.0,-480.0,-482.0,-484.0,-484.0,-483.0,-483.0,-481.0,-481.0,-480.0,-479.0,-480.0,-481.0,-480.0,-481.0,-481.0,-481.0,-481.0,-480.0,-480.0,-480.0,-480.0,-479.0,-480.0,-480.0,-480.0,-481.0,-481.0,-480.0,-479.0,-480.0,-480.0
56.0,57.0,57.0,57.0,58.0,58.0,57.0,57.0,57.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,58.0,61.0,63.0,68.0,71.0,73.0,74.0,74.0,74.0,73.0,69.0,67.0,61.0,54.0,46.0,42.0,29.0,23.0,17.0,11.0,4.0,-0.0,-4.0,-6.0,-6.0,-5.0,-4.0,-2.0,1.0,6.0,9.0,14.0,21.0,27.0,34.0,38.0,44.0,49.0,53.0,54.0,53.0,51.0,46.0,42.0,35.0,29.0,24.0,14.0,9.0,2.0,-5.0,-14.0,-21.0,-30.0,-36.0,-42.0,-44.0,-45.0,-46.0,-46.0,-44.0,-42.0,-40.0,-38.0,-36.0,-35.0,-34.0,-34.0,-33.0,-31.0,-31.0,-31.0,-31.0,-32.0,-32.0,-32.0,-33.0,-33.0,-33.0,-33.0,-33.0,-34.0,-34.0,-35.0,-35.0,-36.0,-35.0,-35.0,-36.0,-35.0,-35.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-37.0
