-456.0,-456.0,-456.0,-456.0,-456.0,-456.0,-456.0,-455.0,-455.0,-455.0,-455.0,-455.0,-455.0,-454.0,-454.0,-455.0,-455.0,-454.0,-455.0,-455.0,-454.0,-454.0,-455.0,-455.0,-454.0,-454.0,-454.0,-454.0,-456.0,-458.0,-457.0,-454.0,-454.0,-453.0,-454.0,-454.0,-452.0,-455.0,-457.0,-459.0,-462.0,-465.0,-465.0,-464.0,-465.0,-463.0,-459.0,-455.0,-454.0,-453.0,-447.0,-446.0,-450.0,-451.0,-462.0,-472.0,-487.0,-504.0,-512.0,-525.0,-535.0,-546.0,-552.0,-555.0,-553.0,-547.0,-539.0,-527.0,-512.0,-500.0,-481.0,-468.0,-450.0,-435.0,-415.0,-402.0,-383.0,-372.0,-361.0,-353.0,-350.0,-350.0,-349.0,-349.0,-350.0,-349.0,-352.0,-352.0,-352.0,-354.0,-354.0,-353.0,-356.0,-358.0,-358.0,-359.0,-361.0,-362.0,-362.0,-360.0,-361.0,-362.0,-361.0,-359.0,-362.0,-364.0,-365.0,-366.0,-365.0,-366.0,-368.0
-28.0,-28.0,-28.0,-28.0,-29.0,-30.0,-30.0,-31.0,-31.0,-31.0,-31.0,-30.0,-29.0,-29.0,-29.0,-28.0,-28.0,-28.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-25.0,-24.0,-22.0,-17.0,-12.0,-4.0,2.0,8.0,14.0,25.0,35.0,42.0,44.0,46.0,49.0,51.0,47.0,46.0,45.0,43.0,45.0,47.0,47.0,50.0,52.0,52.0,49.0,49.0,50.0,50.0,50.0,51.0,51.0,50.0,51.0,50.0,51.0,49.0,47.0,49.0,50.0,49.0,50.0,49.0,48.0,48.0,47.0,47.0,47.0,46.0,47.0,48.0,47.0,46.0,46.0,45.0,46.0,46.0,45.0,45.0,45.0,44.0,45.0,45.0,44.0,42.0,42.0,42.0,43.0,42.0,42.0,44.0,45.0,45.0,44.0,43.0,44.0
