-163.0,-163.0,-163.0,-163.0,-163.0,-163.0,-164.0,-164.0,-165.0,-165.0,-166.0,-166.0,-167.0,-167.0,-167.0,-167.0,-167.0,-167.0,-167.0,-167.0,-167.0,-167.0,-167.0,-167.0,-167.0,-167.0,-167.0,-167.0,-167.0,-167.0,-166.0,-166.0,-167.0,-167.0,-168.0,-168.0,-167.0,-167.0,-157.0,-157.0,-139.0,-139.0,-125.0,-125.0,-104.0,-104.0,-78.0,-78.0,-48.0,-48.0,-32.0,-32.0,-11.0,-11.0,4.0,4.0,17.0,17.0,37.0,37.0,45.0,45.0,56.0,56.0,64.0,64.0,70.0,70.0,75.0,75.0,78.0,78.0,77.0,77.0,74.0,74.0,70.0,70.0,66.0,66.0,67.0,67.0,66.0,66.0,68.0,68.0,71.0,71.0,72.0,72.0,72.0,72.0,72.0,72.0,73.0,73.0,73.0,73.0,73.0,73.0,72.0,72.0,73.0,73.0,73.0,73.0,73.0,73.0,71.0,71.0,70.0,70.0,70.0,70.0,69.0,69.0,67.0,67.0,66.0,66.0,66.0,66.0,67.0,67.0
-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-76.0,-76.0,-77.0,-77.0,-77.0,-77.0,-77.0,-77.0,-77.0,-77.0,-77.0,-77.0,-77.0,-77.0,-79.0,-79.0,-82.0,-82.0,-90.0,-90.0,-101.0,-101.0,-121.0,-121.0,-146.0,-146.0,-169.0,-169.0,-203.0,-203.0,-221.0,-221.0,-235.0,-235.0,-240.0,-240.0,-243.0,-243.0,-248.0,-248.0,-255.0,-255.0,-261.0,-261.0,-266.0,-266.0,-272.0,-272.0,-277.0,-277.0,-286.0,-286.0,-292.0,-292.0,-300.0,-300.0,-306.0,-306.0,-315.0,-315.0,-322.0,-322.0,-330.0,-330.0,-337.0,-337.0,-342.0,-342.0,-346.0,-346.0,-346.0,-346.0,-345.0,-345.0,-344.0,-344.0,-342.0,-342.0,-340.0,-340.0,-338.0,-338.0,-337.0,-337.0,-336.0,-336.0,-335.0,-335.0,-336.0,-336.0,-336.0,-336.0,-336.0,-336.0,-335.0,-335.0,-333.0,-333.0,-332.0,-332.0,-331.0,-331.0,-331.0,-331.0,-331.0,-331.0,-332.0,-332.0
