-144.0,-144.0,-144.0,-144.0,-144.0,-144.0,-144.0,-144.0,-144.0,-144.0,-144.0,-144.0,-144.0,-144.0,-143.0,-143.0,-141.0,-140.0,-138.0,-135.0,-131.0,-130.0,-130.0,-134.0,-130.0,-143.0,-142.0,-134.0,-143.0,-147.0,-146.0,-146.0,-145.0,-143.0,-141.0,-140.0,-140.0,-140.0,-140.0,-140.0
-19.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-16.0,-15.0,-11.0,-7.0,1.0,12.0,28.0,36.0,30.0,-23.0,-143.0,-209.0,-200.0,-181.0,-167.0,-150.0,-139.0,-131.0,-127.0,-124.0,-118.0,-116.0,-115.0,-114.0,-114.0,-114.0
