-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-77.0,-81.0,-87.0,-94.0,-109.0,-122.0,-138.0,-148.0,-154.0,-160.0,-162.0,-160.0,-154.0,-145.0,-136.0,-125.0,-115.0,-100.0,-91.0,-81.0,-77.0,-76.0,-78.0,-78.0,-78.0,-79.0,-82.0,-81.0,-80.0,-82.0,-85.0,-92.0,-108.0,-117.0,-131.0,-146.0,-163.0,-168.0,-167.0,-160.0,-150.0,-121.0,-90.0,-51.0,-27.0,-5.0,0.0,-5.0,-9.0,-10.0,-9.0,-9.0,-10.0,-10.0,-10.0,-11.0,-11.0,-11.0,-11.0,-12.0,-12.0,-11.0,-12.0,-13.0,-14.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3.0,-8.0,-27.0,-47.0,-70.0,-80.0,-84.0,-85.0,-87.0,-89.0,-90.0,-87.0,-81.0,-69.0,-55.0,-31.0,-14.0,7.0,18.0,24.0,22.0,21.0,20.0,16.0,5.0,-4.0,-14.0,-43.0,-87.0,-129.0,-170.0,-187.0,-198.0,-200.0,-192.0,-177.0,-161.0,-137.0,-118.0,-89.0,-64.0,-28.0,-4.0,19.0,38.0,51.0,59.0,59.0,62.0,64.0,63.0,63.0,63.0,62.0,61.0,61.0,60.0,59.0,59.0,58.0,57.0,56.0,55.0
