-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-147.0,-146.0,-146.0,-145.0,-144.0,-144.0,-146.0,-150.0,-158.0,-164.0,-171.0,-176.0,-184.0,-188.0,-188.0,-187.0,-187.0,-189.0,-191.0,-194.0,-197.0,-192.0,-180.0,-165.0,-154.0,-151.0,-149.0,-147.0,-144.0,-141.0,-137.0,-129.0,-120.0,-106.0,-94.0,-77.0,-64.0,-48.0,-40.0,-38.0,-38.0,-34.0,-29.0,-29.0,-35.0,-39.0,-47.0,-55.0,-65.0,-78.0,-86.0,-90.0,-93.0,-97.0,-98.0,-100.0,-103.0,-105.0,-109.0,-115.0,-129.0,-138.0,-146.0,-149.0,-151.0,-151.0,-151.0,-150.0,-149.0
64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,65.0,66.0,67.0,70.0,72.0,75.0,76.0,75.0,68.0,55.0,22.0,-8.0,-46.0,-69.0,-92.0,-104.0,-107.0,-107.0,-105.0,-97.0,-88.0,-72.0,-57.0,-29.0,-2.0,33.0,61.0,76.0,88.0,93.0,97.0,98.0,97.0,95.0,91.0,80.0,66.0,43.0,24.0,-3.0,-24.0,-48.0,-61.0,-72.0,-79.0,-82.0,-84.0,-81.0,-69.0,-56.0,-35.0,-11.0,4.0,19.0,26.0,31.0,33.0,33.0,31.0,30.0,30.0,31.0,33.0,34.0,36.0,37.0,37.0,36.0,36.0,36.0,35.0
