-124.0,-124.0,-124.0,-124.0,-124.0,-124.0,-124.0,-124.0,-124.0,-124.0,-124.0,-124.0,-124.0,-124.0,-124.0,-123.0,-123.0,-122.0,-121.0,-122.0,-127.0,-142.0,-149.0,-153.0,-157.0,-158.0,-158.0,-159.0,-160.0,-161.0,-162.0,-163.0,-163.0,-163.0,-164.0,-165.0,-166.0,-168.0,-169.0,-169.0,-169.0,-168.0,-165.0,-158.0,-151.0,-140.0,-131.0,-120.0,-113.0,-105.0,-101.0,-98.0,-98.0,-101.0,-107.0,-113.0,-122.0,-130.0,-140.0,-146.0,-149.0,-151.0,-152.0,-151.0,-150.0,-149.0,-148.0,-148.0,-148.0,-149.0,-149.0,-149.0,-150.0,-150.0,-150.0,-150.0,-148.0,-142.0,-135.0,-125.0,-122.0,-119.0,-117.0,-115.0,-115.0,-118.0,-124.0,-130.0,-136.0,-139.0,-141.0,-142.0,-142.0,-142.0,-141.0,-141.0,-141.0,-141.0,-141.0,-141.0,-141.0,-141.0,-141.0,-141.0,-141.0
28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,27.0,27.0,26.0,25.0,24.0,24.0,26.0,32.0,50.0,65.0,79.0,87.0,92.0,98.0,101.0,104.0,107.0,111.0,113.0,116.0,117.0,118.0,118.0,117.0,115.0,114.0,112.0,111.0,110.0,109.0,108.0,107.0,106.0,105.0,104.0,103.0,102.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,100.0,100.0,99.0,98.0,98.0,97.0,96.0,95.0,92.0,89.0,84.0,81.0,80.0,80.0,80.0,81.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,81.0,81.0,81.0,81.0,81.0,80.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0
