-149.0,-149.0,-149.0,-149.0,-150.0,-150.0,-151.0,-152.0,-151.0,-148.0,-142.0,-141.0,-145.0,-144.0,-146.0,-146.0,-145.0,-145.0,-145.0,-145.0,-145.0,-146.0,-146.0,-146.0,-146.0,-146.0,-146.0,-146.0,-146.0,-146.0,-146.0,-146.0,-146.0,-146.0
-16.0,-16.0,-15.0,-14.0,-14.0,-14.0,-13.0,-12.0,-10.0,-13.0,-45.0,-75.0,-79.0,-74.0,-68.0,-66.0,-67.0,-66.0,-65.0,-64.0,-63.0,-62.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0
