-228.0,-229.0,-230.0,-234.0,-237.0,-242.0,-237.0,-209.0,-183.0,-160.0,-166.0,-183.0,-197.0,-210.0,-215.0,-220.0,-224.0,-224.0,-224.0,-226.0,-225.0,-223.0,-222.0,-224.0,-223.0,-223.0,-224.0,-224.0,-223.0,-223.0,-224.0,-224.0,-225.0
23.0,23.0,23.0,22.0,21.0,20.0,22.0,29.0,32.0,30.0,21.0,-14.0,-57.0,-110.0,-120.0,-109.0,-104.0,-107.0,-108.0,-106.0,-106.0,-107.0,-105.0,-104.0,-106.0,-106.0,-105.0,-105.0,-105.0,-104.0,-104.0,-103.0,-101.0
