-184.0,-184.0,-184.0,-184.0,-184.0,-184.0,-184.0,-184.0,-184.0,-184.0,-184.0,-184.0,-185.0,-196.0,-215.0,-239.0,-254.0,-260.0,-264.0,-266.0,-264.0,-263.0,-262.0,-263.0,-264.0,-263.0,-262.0,-260.0,-260.0,-260.0,-260.0,-260.0,-257.0,-245.0,-229.0,-211.0,-201.0,-196.0,-198.0,-207.0,-221.0,-242.0,-253.0,-266.0,-271.0,-272.0,-271.0,-269.0,-267.0,-265.0,-265.0,-264.0,-252.0,-232.0,-205.0,-189.0,-179.0,-179.0,-180.0,-179.0,-178.0,-182.0,-187.0,-191.0,-193.0,-195.0,-196.0,-198.0
83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,82.0,82.0,83.0,83.0,83.0,86.0,87.0,86.0,84.0,79.0,73.0,57.0,39.0,9.0,-15.0,-28.0,-34.0,-35.0,-37.0,-37.0,-37.0,-34.0,-33.0,-35.0,-37.0,-38.0,-38.0,-38.0,-37.0,-33.0,-26.0,-21.0,-13.0,-6.0,5.0,19.0,29.0,40.0,45.0,46.0,43.0,42.0,38.0,33.0,31.0,31.0,32.0,32.0,31.0,31.0,32.0,33.0,34.0,34.0,34.0,34.0,35.0
