-339.0,-339.0,-339.0,-339.0,-339.0,-339.0,-339.0,-339.0,-339.0,-339.0,-339.0,-339.0,-339.0,-339.0,-339.0,-339.0,-339.0,-339.0,-339.0,-339.0,-338.0,-334.0,-330.0,-324.0,-313.0,-308.0,-311.0,-313.0,-310.0,-307.0,-303.0,-300.0,-294.0,-287.0,-282.0,-278.0,-276.0,-275.0,-274.0,-273.0,-273.0,-273.0,-273.0,-272.0,-270.0,-269.0,-268.0,-265.0,-262.0,-257.0,-250.0,-244.0,-237.0,-232.0,-228.0,-226.0,-223.0,-221.0,-220.0,-220.0,-220.0,-221.0,-221.0,-221.0,-221.0,-221.0,-221.0,-221.0,-221.0
23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,22.0,19.0,5.0,-15.0,-44.0,-69.0,-75.0,-66.0,-61.0,-59.0,-56.0,-46.0,-36.0,-22.0,-12.0,-7.0,-4.0,-5.0,-10.0,-15.0,-22.0,-29.0,-41.0,-49.0,-56.0,-58.0,-59.0,-59.0,-56.0,-48.0,-33.0,-17.0,-4.0,12.0,21.0,29.0,34.0,41.0,47.0,50.0,51.0,50.0,48.0,47.0,46.0,45.0,44.0,44.0,44.0,44.0
