-189.0,-188.0,-187.0,-187.0,-187.0,-186.0,-186.0,-185.0,-184.0,-183.0,-183.0,-183.0,-182.0,-182.0,-181.0,-176.0,-165.0,-157.0,-150.0,-148.0,-148.0,-147.0,-147.0,-145.0,-142.0,-142.0,-141.0,-140.0,-139.0,-137.0,-135.0,-133.0,-131.0,-129.0,-127.0,-122.0,-116.0,-113.0,-107.0,-104.0,-102.0,-100.0,-98.0,-96.0,-93.0,-88.0,-84.0,-78.0,-74.0,-74.0,-76.0,-77.0,-77.0
97.0,96.0,96.0,95.0,94.0,93.0,92.0,91.0,90.0,88.0,87.0,86.0,85.0,83.0,76.0,59.0,20.0,-11.0,-43.0,-51.0,-45.0,-37.0,-22.0,-13.0,-0.0,30.0,49.0,65.0,69.0,65.0,60.0,55.0,53.0,52.0,47.0,28.0,-3.0,-24.0,-33.0,-32.0,-27.0,-24.0,-19.0,-10.0,11.0,56.0,89.0,103.0,105.0,104.0,103.0,101.0,100.0
