-132.0,-132.0,-132.0,-132.0,-132.0,-132.0,-132.0,-132.0,-132.0,-132.0,-132.0,-132.0,-132.0,-132.0,-132.0,-130.0,-125.0,-115.0,-111.0,-111.0,-115.0,-119.0,-121.0,-123.0,-127.0,-133.0,-137.0,-139.0,-139.0,-139.0,-140.0,-141.0,-142.0,-143.0,-146.0,-148.0,-149.0,-140.0,-129.0,-119.0,-113.0,-109.0,-110.0,-116.0,-122.0,-131.0,-139.0,-151.0,-159.0,-167.0,-171.0,-172.0,-168.0,-160.0,-143.0,-132.0,-125.0,-129.0,-136.0,-148.0,-155.0,-163.0,-166.0,-168.0,-171.0,-174.0,-174.0,-166.0,-150.0,-139.0,-121.0,-108.0,-98.0,-93.0,-92.0,-95.0,-99.0,-101.0
121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,120.0,113.0,61.0,13.0,11.0,14.0,13.0,11.0,11.0,20.0,36.0,64.0,85.0,94.0,106.0,112.0,113.0,112.0,112.0,112.0,110.0,109.0,110.0,114.0,118.0,125.0,130.0,133.0,133.0,131.0,129.0,125.0,120.0,111.0,105.0,91.0,77.0,71.0,69.0,73.0,78.0,82.0,84.0,87.0,88.0,89.0,88.0,83.0,80.0,76.0,73.0,63.0,45.0,18.0,7.0,11.0,14.0,15.0,13.0,14.0,16.0,17.0,16.0,16.0
