-134.0,-134.0,-134.0,-134.0,-134.0,-134.0,-134.0,-134.0,-134.0,-134.0,-134.0,-134.0,-134.0,-135.0,-137.0,-136.0,-132.0,-126.0,-112.0,-93.0,-76.0,-59.0,-40.0,-30.0,-25.0,-20.0,-18.0,-19.0,-20.0,-21.0,-21.0,-21.0,-21.0,-21.0,-20.0,-20.0,-20.0
-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-1.0,-3.0,-6.0,-19.0,-38.0,-67.0,-84.0,-99.0,-104.0,-101.0,-95.0,-80.0,-59.0,-40.0,-13.0,4.0,14.0,15.0,13.0,12.0,12.0,12.0,10.0,9.0,9.0,9.0
