-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-92.0,-91.0,-90.0,-81.0,-82.0,-94.0,-98.0,-104.0,-105.0,-100.0,-92.0,-91.0,-80.0,-63.0,-37.0,-2.0,22.0,44.0,56.0,69.0,67.0,36.0,-19.0,-59.0,-83.0,-75.0,-50.0,-16.0,9.0,27.0,29.0,25.0,21.0,13.0,4.0,-5.0,-8.0,-13.0,-18.0
49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,50.0,51.0,57.0,70.0,76.0,75.0,57.0,-4.0,-54.0,-89.0,-82.0,-59.0,-3.0,42.0,79.0,88.0,89.0,59.0,9.0,-50.0,-65.0,-53.0,-37.0,-3.0,22.0,27.0,28.0,27.0,28.0,30.0,34.0,34.0,33.0,34.0,34.0,34.0,34.0,33.0,32.0,30.0,27.0
