27.0,27.0,26.0,26.0,26.0,26.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,29.0,29.0,30.0,30.0,32.0,32.0,34.0,34.0,39.0,39.0,42.0,42.0,46.0,46.0,55.0,55.0,69.0,69.0,83.0,83.0,91.0,91.0,93.0,93.0,91.0,91.0,90.0,90.0,89.0,89.0,89.0,89.0,90.0,90.0,88.0,88.0,86.0,86.0,85.0,85.0,83.0,83.0,81.0,81.0,82.0,82.0,79.0,79.0,78.0,78.0,79.0,79.0,78.0,78.0,75.0,75.0,75.0,75.0,74.0,74.0,71.0,71.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,67.0,67.0,67.0,67.0,68.0,68.0,67.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,66.0,66.0,66.0,65.0,65.0,65.0,65.0,66.0,66.0,66.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,68.0,68.0
-296.0,-296.0,-297.0,-297.0,-298.0,-298.0,-298.0,-298.0,-298.0,-298.0,-298.0,-298.0,-298.0,-298.0,-299.0,-299.0,-299.0,-299.0,-297.0,-297.0,-293.0,-293.0,-287.0,-287.0,-279.0,-279.0,-270.0,-270.0,-251.0,-251.0,-227.0,-227.0,-209.0,-209.0,-187.0,-187.0,-173.0,-173.0,-165.0,-165.0,-163.0,-163.0,-158.0,-158.0,-153.0,-153.0,-145.0,-145.0,-130.0,-130.0,-121.0,-121.0,-109.0,-109.0,-101.0,-101.0,-91.0,-91.0,-81.0,-81.0,-73.0,-73.0,-64.0,-64.0,-59.0,-59.0,-54.0,-54.0,-53.0,-53.0,-55.0,-55.0,-55.0,-55.0,-56.0,-56.0,-57.0,-57.0,-56.0,-56.0,-53.0,-53.0,-50.0,-50.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-49.0,-49.0,-51.0,-51.0,-52.0,-52.0,-52.0,-52.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-54.0,-54.0,-55.0,-55.0,-55.0,-55.0,-56.0,-56.0,-56.0,-56.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0
