-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-6.0,-6.0,-4.0,-4.0,2.0,2.0,11.0,11.0,19.0,19.0,32.0,32.0,41.0,41.0,53.0,53.0,63.0,63.0,71.0,71.0,77.0,77.0,78.0,78.0,78.0,78.0,77.0,77.0,76.0,76.0,76.0,76.0,75.0,75.0,73.0,73.0,65.0,65.0,54.0,54.0,43.0,43.0,37.0,37.0,27.0,27.0,24.0,24.0,26.0,26.0,29.0,29.0,29.0,29.0,31.0,31.0,33.0,33.0,35.0,35.0,34.0,34.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-69.0,-69.0,-68.0,-68.0,-67.0,-67.0,-66.0,-66.0,-66.0,-66.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-66.0,-66.0,-67.0,-67.0,-68.0,-68.0,-75.0,-75.0,-82.0,-82.0,-111.0,-111.0,-138.0,-138.0,-167.0,-167.0,-182.0,-182.0,-201.0,-201.0,-208.0,-208.0,-205.0,-205.0,-199.0,-199.0,-198.0,-198.0,-196.0,-196.0,-192.0,-192.0,-188.0,-188.0,-188.0,-188.0,-185.0,-185.0,-183.0,-183.0,-182.0,-182.0,-182.0,-182.0,-181.0,-181.0,-181.0,-181.0,-180.0,-180.0,-179.0,-179.0,-179.0,-179.0,-179.0,-179.0,-179.0,-179.0,-178.0,-178.0,-178.0,-178.0,-178.0,-178.0
