-209.0,-209.0,-209.0,-209.0,-209.0,-209.0,-209.0,-209.0,-209.0,-209.0,-209.0,-209.0,-209.0,-209.0,-209.0,-209.0,-208.0,-207.0,-207.0,-208.0,-212.0,-218.0,-229.0,-243.0,-254.0,-268.0,-277.0,-285.0,-289.0,-293.0,-293.0,-289.0,-286.0,-280.0,-275.0,-267.0,-260.0,-250.0,-242.0,-232.0,-223.0,-218.0,-212.0,-208.0,-204.0,-202.0,-199.0,-197.0,-195.0,-193.0,-192.0,-192.0,-192.0,-192.0,-193.0,-193.0,-193.0,-193.0,-193.0,-193.0,-194.0,-194.0,-193.0,-193.0,-193.0,-192.0,-191.0,-189.0,-188.0,-187.0,-186.0,-184.0,-183.0,-182.0,-182.0,-181.0,-181.0,-181.0,-181.0,-181.0,-181.0,-181.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-181.0,-182.0,-182.0,-182.0,-182.0,-182.0,-182.0,-183.0,-182.0,-182.0,-182.0,-182.0,-182.0,-182.0
12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,12.0,12.0,12.0,13.0,13.0,11.0,9.0,7.0,1.0,-3.0,-8.0,-12.0,-18.0,-21.0,-25.0,-28.0,-29.0,-29.0,-27.0,-24.0,-21.0,-16.0,-12.0,-6.0,-2.0,4.0,8.0,11.0,13.0,14.0,14.0,13.0,11.0,7.0,3.0,-2.0,-8.0,-13.0,-18.0,-25.0,-33.0,-39.0,-47.0,-54.0,-63.0,-68.0,-74.0,-78.0,-82.0,-85.0,-88.0,-90.0,-92.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0,-93.0
