-166.0,-166.0,-165.0,-164.0,-164.0,-165.0,-170.0,-180.0,-203.0,-222.0,-247.0,-256.0,-254.0,-246.0,-234.0,-205.0,-181.0,-148.0,-122.0,-97.0,-83.0,-73.0,-75.0,-87.0,-110.0,-134.0,-164.0,-186.0,-211.0,-219.0,-216.0,-208.0,-185.0,-156.0,-141.0,-134.0,-135.0,-145.0,-155.0,-175.0,-192.0,-207.0,-215.0,-223.0,-224.0,-221.0,-221.0,-220.0,-218.0,-219.0,-219.0,-219.0,-220.0,-220.0,-220.0,-220.0,-220.0,-220.0,-220.0,-220.0,-220.0,-220.0,-219.0
52.0,52.0,52.0,51.0,51.0,51.0,54.0,61.0,68.0,67.0,53.0,33.0,11.0,3.0,11.0,17.0,21.0,29.0,29.0,15.0,5.0,-10.0,-25.0,-43.0,-52.0,-55.0,-55.0,-50.0,-37.0,-27.0,-15.0,-10.0,-3.0,2.0,6.0,14.0,22.0,30.0,35.0,43.0,47.0,45.0,41.0,39.0,37.0,35.0,34.0,34.0,34.0,33.0,33.0,32.0,31.0,31.0,31.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0,30.0
