-202.0,-200.0,-199.0,-198.0,-198.0,-200.0,-212.0,-230.0,-256.0,-264.0,-260.0,-249.0,-228.0,-206.0,-193.0,-186.0,-186.0,-186.0,-183.0,-181.0,-180.0,-176.0,-171.0,-162.0,-153.0,-155.0,-166.0,-176.0,-191.0,-208.0,-232.0,-245.0,-257.0,-260.0,-260.0,-260.0,-259.0,-258.0,-258.0,-257.0,-254.0,-253.0,-252.0,-252.0,-252.0,-252.0,-252.0,-252.0,-251.0,-251.0,-251.0,-250.0,-250.0,-250.0,-249.0,-248.0,-248.0,-247.0,-247.0,-247.0,-246.0
22.0,22.0,21.0,20.0,19.0,19.0,21.0,23.0,11.0,-19.0,-53.0,-57.0,-57.0,-56.0,-47.0,-25.0,-10.0,7.0,16.0,21.0,20.0,11.0,-13.0,-58.0,-96.0,-112.0,-124.0,-128.0,-127.0,-122.0,-111.0,-101.0,-92.0,-89.0,-88.0,-87.0,-87.0,-87.0,-87.0,-87.0,-86.0,-85.0,-85.0,-84.0,-84.0,-84.0,-84.0,-84.0,-84.0,-84.0,-84.0,-84.0,-83.0,-83.0,-82.0,-81.0,-80.0,-80.0,-80.0,-80.0,-80.0
