-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-35.0,-35.0,-35.0,-35.0,-27.0,-27.0,-19.0,-19.0,-8.0,-8.0,1.0,1.0,7.0,7.0,12.0,12.0,23.0,23.0,38.0,38.0,52.0,52.0,61.0,61.0,64.0,64.0,68.0,68.0,70.0,70.0,66.0,66.0,63.0,63.0,70.0,70.0,76.0,76.0,76.0,76.0,74.0,74.0,71.0,71.0,67.0,67.0,66.0,66.0,67.0,67.0,68.0,68.0,70.0,70.0,73.0,73.0,74.0,74.0,75.0,75.0,73.0,73.0,70.0,70.0,68.0,68.0,68.0,68.0,71.0,71.0,73.0,73.0,72.0,72.0,71.0,71.0,69.0,69.0,68.0,68.0,68.0,68.0,69.0,69.0,71.0,71.0,73.0,73.0,74.0,74.0,74.0,74.0,73.0,73.0,72.0,72.0,71.0,71.0,69.0,69.0,68.0,68.0,68.0,68.0,69.0,69.0,70.0,70.0,72.0,72.0,73.0,73.0,73.0,73.0,72.0,72.0,71.0,71.0,71.0,71.0
23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,21.0,21.0,17.0,17.0,12.0,12.0,2.0,2.0,-7.0,-7.0,-20.0,-20.0,-30.0,-30.0,-44.0,-44.0,-55.0,-55.0,-71.0,-71.0,-87.0,-87.0,-99.0,-99.0,-119.0,-119.0,-134.0,-134.0,-152.0,-152.0,-163.0,-163.0,-175.0,-175.0,-182.0,-182.0,-179.0,-179.0,-175.0,-175.0,-174.0,-174.0,-175.0,-175.0,-177.0,-177.0,-181.0,-181.0,-186.0,-186.0,-189.0,-189.0,-193.0,-193.0,-195.0,-195.0,-196.0,-196.0,-194.0,-194.0,-191.0,-191.0,-190.0,-190.0,-189.0,-189.0,-189.0,-189.0,-189.0,-189.0,-188.0,-188.0,-188.0,-188.0,-189.0,-189.0,-189.0,-189.0,-189.0,-189.0,-189.0,-189.0,-188.0,-188.0,-188.0,-188.0,-187.0,-187.0,-187.0,-187.0,-187.0,-187.0,-187.0,-187.0,-187.0,-187.0,-187.0,-187.0,-186.0,-186.0,-185.0,-185.0,-183.0,-183.0,-181.0,-181.0,-180.0,-180.0,-179.0,-179.0,-179.0,-179.0,-179.0,-179.0,-179.0,-179.0,-179.0,-179.0,-179.0,-179.0,-179.0,-179.0
