-146.0,-146.0,-146.0,-146.0,-146.0,-145.0,-143.0,-141.0,-133.0,-120.0,-109.0,-91.0,-79.0,-61.0,-44.0,-22.0,-8.0,9.0,19.0,25.0,28.0,25.0,21.0,13.0,-1.0,-8.0,-22.0,-34.0,-45.0,-54.0,-64.0,-70.0,-76.0,-80.0,-84.0,-86.0,-89.0,-91.0,-92.0,-92.0,-92.0,-91.0,-88.0,-85.0,-76.0,-66.0,-51.0,-39.0,-22.0,-11.0,4.0,19.0,37.0,53.0,65.0,78.0,93.0,104.0,112.0,119.0,122.0,126.0,127.0,126.0,126.0,125.0,124.0,123.0,123.0,122.0,122.0,122.0,122.0,122.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,122.0,121.0,121.0,121.0,120.0,120.0,120.0,120.0,120.0
24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,29.0,32.0,34.0,37.0,40.0,39.0,37.0,32.0,28.0,18.0,10.0,1.0,-8.0,-25.0,-34.0,-49.0,-68.0,-75.0,-80.0,-84.0,-85.0,-84.0,-82.0,-79.0,-76.0,-73.0,-70.0,-69.0,-68.0,-67.0,-67.0,-67.0,-68.0,-69.0,-69.0,-69.0,-66.0,-58.0,-53.0,-54.0,-54.0,-55.0,-56.0,-57.0,-57.0,-57.0,-58.0,-57.0,-55.0,-53.0,-51.0,-48.0,-48.0,-46.0,-45.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-47.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0
