-21.0,-21.0,-20.0,-20.0,-19.0,-19.0,-16.0,-16.0,-13.0,-13.0,-4.0,-4.0,6.0,6.0,18.0,18.0,32.0,32.0,44.0,44.0,55.0,55.0,62.0,62.0,63.0,63.0,59.0,59.0,55.0,55.0,50.0,50.0,47.0,47.0,42.0,42.0,38.0,38.0,33.0,33.0,31.0,31.0,29.0,29.0,26.0,26.0,24.0,24.0,25.0,25.0,26.0,26.0,25.0,25.0,23.0,23.0,21.0,21.0,22.0,22.0,22.0,22.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,25.0,25.0,27.0,27.0,30.0,30.0,33.0,33.0,36.0,36.0,40.0,40.0,44.0,44.0,45.0,45.0,48.0,48.0,50.0,50.0,52.0,52.0,53.0,53.0,54.0,54.0,56.0,56.0,56.0,56.0,57.0,57.0,59.0,59.0,60.0,60.0,60.0,60.0,62.0,62.0,63.0,63.0,63.0,63.0,64.0,64.0,65.0,65.0,65.0,65.0,66.0,66.0,67.0,67.0,68.0,68.0
-312.0,-312.0,-312.0,-312.0,-312.0,-312.0,-310.0,-310.0,-309.0,-309.0,-306.0,-306.0,-302.0,-302.0,-297.0,-297.0,-291.0,-291.0,-283.0,-283.0,-270.0,-270.0,-258.0,-258.0,-239.0,-239.0,-225.0,-225.0,-205.0,-205.0,-184.0,-184.0,-169.0,-169.0,-153.0,-153.0,-143.0,-143.0,-131.0,-131.0,-124.0,-124.0,-115.0,-115.0,-106.0,-106.0,-101.0,-101.0,-98.0,-98.0,-96.0,-96.0,-92.0,-92.0,-89.0,-89.0,-86.0,-86.0,-85.0,-85.0,-86.0,-86.0,-88.0,-88.0,-90.0,-90.0,-92.0,-92.0,-91.0,-91.0,-91.0,-91.0,-91.0,-91.0,-91.0,-91.0,-91.0,-91.0,-91.0,-91.0,-91.0,-91.0,-91.0,-91.0,-91.0,-91.0,-92.0,-92.0,-92.0,-92.0,-92.0,-92.0,-93.0,-93.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0,-94.0
